"shop_code","shop_type","shop_name","shop_address","shop_grand_opening_date","shop_opening_date","shop_closing_date","shop_province_name","shop_province_code","shop_area_name","shop_region_name","shop_ward_name","shop_ward_code","_record_date"
SHOP_313,"[""F""]","LC DNI 291 Hùng Vương, X. Xuân Lộc","291 Hùng Vương, Thị Trấn Gia Ray, Huyện Xuân Lộc, Tỉnh Đồng Nai",2025-12-20,2025-12-04,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV23,Miền Đông,Thị trấn Gia Ray,"26425",2026-05-13
SHOP_314,"[""F""]","LC VLG 275 Đường 3/2, X. Cầu Ngang","275 Đường 3/2, TT. Cầu Ngang, H. Cầu Ngang, Tỉnh Trà Vinh",2022-01-24,2022-02-13,2149-06-06,Tỉnh Trà Vinh,"61",Miền Tây Nam Bộ - KV7,Miền Tây,Thị trấn Cầu Ngang,"29416",2026-05-13
SHOP_315,"[""F""]","LC VLG 115/12B Khu Phố 2, X. Chợ Lách","115/12B Khu Phố 2, TT. Chợ Lách, H. Chợ Lách, Tỉnh Bến Tre",2022-05-09,2022-05-24,2149-06-06,Tỉnh Bến Tre,"10",Miền Tây Nam Bộ - KV8,Miền Tây,Thị trấn Chợ Lách,"28870",2026-05-13
SHOP_316,"[""F""]","LC QNH 15-17 Phố Hoàng Long, P. Hồng Gai","15-17 Phố Hoàng Long, P. Bạch Đằng, TP. Hạ Long, Tỉnh Quảng Ninh",2021-04-27,2021-04-15,2149-06-06,Tỉnh Quảng Ninh,"49",Miền Bắc 2 - KV5,Miền Bắc 2,Phường Bạch Đằng,"6694",2026-05-13
SHOP_317,"[""F""]","LC CTO 312 Quốc Lộ 91, P. Thốt Nốt","312 Quốc lộ 91, P. Thốt Nốt, Q. Thốt Nốt, TP. Cần Thơ",2022-06-06,2022-06-22,2149-06-06,Cần Thơ,"14",Miền Tây Nam Bộ - KV25,Miền Tây,Phường Thốt Nốt,"31207",2026-05-13
SHOP_318,"[""F""]","LC LSN 32 Minh Khai, P. Kỳ Lừa","32 Minh Khai, P. Hoàng Văn Thụ, TP. Lạng Sơn, Tỉnh Lạng Sơn",2025-11-15,2025-10-12,2149-06-06,Tỉnh Lạng Sơn,"41",Miền Bắc 1 - KV2,Miền Bắc 1,Phường Hoàng Văn Thụ,"5971",2026-05-13
SHOP_319,"[""F""]","LC HNI 100 Khâm Thiên, P. Văn Miếu - Quốc Tử Giám","100 Khâm Thiên, P. Khâm Thiên, Q. Đống Đa, TP. Hà Nội",2021-12-19,2021-11-04,2149-06-06,Hà Nội,"26",Hà Nội - KV2,Hà Nội,Phường Khâm Thiên,"202",2026-05-13
SHOP_32,"[""F""]","LC DNI 9 Vũ Hồng Phô, P. Tam Hiệp","9 Vũ Hồng Phô, P. Bình Đa, TP. Biên Hoà, Tỉnh Đồng Nai",2022-01-23,2022-03-08,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV21,Miền Đông,Phường Bình Đa,"26047",2026-05-13
SHOP_320,"[""F""]","LC AGG 62 Thành Thái, P. Bình Đức","62 Thành Thái, Phường Bình Khánh, Thành Phố Long Xuyên, Tỉnh An Giang",2025-12-25,2025-12-11,2149-06-06,Tỉnh An Giang,"1",Miền Tây Nam Bộ - KV3,Miền Tây,Phường Bình Khánh,"30292",2026-05-13
SHOP_321,"[""F""]","LC HPG 494 Thiên Lôi, P. An Biên","494 Thiên Lôi, P. Vĩnh Niệm, Q. Lê Chân, TP. Hải Phòng",2025-10-04,2025-10-01,2149-06-06,Hải Phòng,"28",Miền Bắc 2 - KV2,Miền Bắc 2,Phường Vĩnh Niệm,"11407",2026-05-13
SHOP_322,"[""F""]","LC CTO 384 Võ Văn Kiệt, P. Bình Thủy","384 Võ Văn Kiệt, P. An Thới, Q. Bình Thủy, TP. Cần Thơ",2025-07-15,2025-07-02,2149-06-06,Cần Thơ,"14",Miền Tây Nam Bộ - KV31,Miền Tây,Phường An Thới,"31177",2026-05-13
SHOP_323,"[""F""]","LC VLG 77 Đường 1/5, P. Long Châu","77 Đường 1/5, P. 1, TP. Vĩnh Long, Tỉnh Vĩnh Long",2020-06-29,2020-06-01,2149-06-06,Tỉnh Vĩnh Long,"62",Miền Tây Nam Bộ - KV8,Miền Tây,Phường 1,"29548",2026-05-13
SHOP_324,"[""VACCINE""]","VX DNI 626 Lê Duẩn, X. Long Thành","626 Lê Duẩn, TT. Long Thành, H. Long Thành, Tỉnh Đồng Nai",2024-09-27,2024-09-25,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV7,Miền Đông,Thị trấn Long Thành,"26368",2026-05-13
SHOP_325,"[""F""]","LC HNI Xóm 2 Bắc, X. Thiên Lộc","Xóm 2 Bắc, X. Kim Nỗ, H. Đông Anh, TP. Hà Nội",2022-04-04,2022-04-14,2149-06-06,Hà Nội,"26",Hà Nội - KV36,Hà Nội,Xã Kim Nỗ,"490",2026-05-13
SHOP_326,"[""F""]","LC HCM 305-307 Hoàng Diệu, P. Khánh Hội","305-307 Hoàng Diệu, P. 6, Q. 4, TP. Hồ Chí Minh",2019-11-07,2019-10-14,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV23,Hồ Chí Minh 1,Phường 6,"27265",2026-05-13
SHOP_327,"[""F""]","LC HNI 587 Thụy Khuê, P. Tây Hồ","587 Thuỵ Khuê, P. Bưởi, Q. Tây Hồ, TP. Hà Nội",2022-08-16,2022-09-10,2149-06-06,Hà Nội,"26",Hà Nội - KV23,Hà Nội,Phường Bưởi,"109",2026-05-13
SHOP_328,"[""F""]","LC LCI Thôn 4, X. Tằng Loỏng","Thôn 4, TT. Tằng Loỏng, H. Bảo Thắng, Tỉnh Lào Cai",2025-12-01,2025-11-14,2149-06-06,Tỉnh Lào Cai,"38",Miền Bắc 1 - KV10,Miền Bắc 1,Thị trấn Tằng Loỏng,"2908",2026-05-13
SHOP_329,"[""F""]","LC QNH 418 Lý Anh Tông, Đặc khu Vân Đồn","418 Lý Anh Tông, TT. Cái Rồng, H. Vân Đồn, Tỉnh Quảng Ninh",2025-02-21,2025-01-13,2149-06-06,Tỉnh Quảng Ninh,"49",Miền Bắc 2 - KV12,Miền Bắc 2,Thị trấn Cái Rồng,"6994",2026-05-13
SHOP_33,"[""F""]","LC HCM 2G Bình Chiểu, P. Tam Bình","2G Bình Chiểu, P. Bình Chiểu, TP. Thủ Đức, TP. Hồ Chí Minh",2025-08-26,2025-08-07,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 2 - KV17,Hồ Chí Minh 2,Phường Bình Chiểu,"26797",2026-05-13
SHOP_330,"[""F""]","LC NBH Đội 6 Thôn Nhì Giáp, X. Liên Minh","Đội 6, Thôn Nhì Giáp, X. Liên Minh, H. Vụ Bản, Tỉnh Nam Định",2149-06-06,2025-09-16,2149-06-06,Tỉnh Nam Định,"44",Miền Bắc 2 - KV9,Miền Bắc 2,Xã Liên Minh,"13783",2026-05-13
SHOP_331,"[""F""]","LC HNI 439-441 Xóm 12, X. Hương Sơn","439-441 Xóm 12, Thôn Đục Khê, X. Hương Sơn, H. Mỹ Đức, TP. Hà Nội",2023-09-24,2023-09-03,2149-06-06,Hà Nội,"26",Hà Nội - KV21,Hà Nội,Xã Hương Sơn,"10489",2026-05-13
SHOP_332,"[""F""]","LC NBH Thôn 15 Yên Định, X. Hải Hậu","Thôn 15 Yên Định, TT. Yên Định, H. Hải Hậu, Tỉnh Nam Định",2149-06-06,2026-03-03,2149-06-06,Tỉnh Nam Định,"44",Miền Bắc 2 - KV9,Miền Bắc 2,Thị trấn Yên Định,"14215",2026-05-13
SHOP_333,"[""VACCINE""]","VX AGG 8-10 Trần Phú, P. Rạch Giá","8-10 Trần Phú, P. Vĩnh Thanh, TP. Rạch Giá, Tỉnh Kiên Giang",2024-06-07,2024-06-06,2149-06-06,Tỉnh Kiên Giang,"34",Miền Tây Nam Bộ - KV14,Miền Tây,Phường Vĩnh Thanh,"30733",2026-05-13
SHOP_334,"[""F""]","LC HNI Thôn Bạch Trữ, X. Tiến Thắng","Thôn Bạch Trữ, X. Tiến Thắng, H. Mê Linh, TP. Hà Nội",2024-11-15,2024-11-01,2149-06-06,Hà Nội,"26",Hà Nội - KV16,Hà Nội,Xã Tiến Thắng,"8983",2026-05-13
SHOP_335,"[""F""]","LC GLI 393 Lạc Long Quân, P. Quy Nhơn Bắc","393 Lạc Long Quân, Phường Trần Quang Diệu, Thành Phố Quy Nhơn, Tỉnh Bình Định",2149-06-06,2025-09-30,2149-06-06,Tỉnh Bình Định,"3",Miền Trung - KV5,Miền Trung,Phường Trần Quang Diệu,"21559",2026-05-13
SHOP_336,"[""F""]","LC DNI 318 Lê Quý Đôn, P. Bình Phước","318 Lê Quý Đôn, P. Tân Thiện, TP. Đồng Xoài, Tỉnh Bình Phước",2021-03-02,2021-02-15,2149-06-06,Tỉnh Bình Phước,"8",Miền Đông - KV26,Miền Đông,Phường Tân Thiện,"25205",2026-05-13
SHOP_337,"[""F""]","LC DNI 36 Trần Phú (101 Đinh Tiên Hoàng), P. Long Khánh","36 Trần Phú (101 Đinh Tiên Hoàng), P. Xuân An, TP. Long Khánh, Tỉnh Đồng Nai",2023-02-24,2023-01-06,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV16,Miền Đông,Phường Xuân An,"26080",2026-05-13
SHOP_338,"[""F""]","LC THA 584 Triệu Quốc Đạt, X. Triệu Sơn","584 Triệu Quốc Đạt, TT. Triệu Sơn, H. Triệu Sơn, Tỉnh Thanh Hóa",2025-07-29,2025-07-06,2149-06-06,Tỉnh Thanh Hóa,"57",Miền Bắc 2 - KV24,Miền Bắc 2,Thị trấn Triệu Sơn,"15664",2026-05-13
SHOP_339,"[""VACCINE""]","VX HCM 16-18 Nguyễn Gia Trí, P. Thạnh Mỹ Tây","16-18 Nguyễn Gia Trí, P. 25, Q. Bình Thạnh, TP. Hồ Chí Minh",2025-05-23,2025-05-20,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV19,Hồ Chí Minh 1,Phường 25,"26920",2026-05-13
SHOP_34,"[""F""]","LC HTH Thôn Ba Giang, X. Việt Xuyên","Thôn Ba Giang, X. Việt Tiến, H. Thạch Hà, Tỉnh Hà Tĩnh",2026-01-15,2025-12-17,2149-06-06,Tỉnh Hà Tĩnh,"29",Miền Trung - KV22,Miền Trung,Xã Việt Tiến,"90476",2026-05-13
SHOP_340,"[""F""]","LC QTI 185 Lê Duẩn, X. Khe Sanh","185 Lê Duẩn, TT. Khe Sanh, H. Hướng Hóa, Tỉnh Quảng Trị",2023-11-21,2023-10-22,2149-06-06,Tỉnh Quảng Trị,"52",Miền Trung - KV2,Miền Trung,Thị trấn Khe Sanh,"19429",2026-05-13
SHOP_341,"[""F""]","LC HNI Chợ Phượng, P. Chương Mỹ","Chợ Phượng, X. Phụng Châu, H. Chương Mỹ, TP. Hà Nội",2025-03-13,2025-02-03,2149-06-06,Hà Nội,"26",Hà Nội - KV20,Hà Nội,Xã Phụng Châu,"10021",2026-05-13
SHOP_342,"[""F""]","LC HTH 243 Trần Phú, X. Hương Khê","243 Trần Phú, TT. Hương Khê, H. Hương Khê, Tỉnh Hà Tỉnh",2023-07-11,2023-05-28,2149-06-06,Tỉnh Hà Tĩnh,"29",Miền Trung - KV22,Miền Trung,Thị trấn Hương Khê,"18496",2026-05-13
SHOP_343,"[""F""]","LC GLI 301 Quang Trung, P. Tam Quan","301 Quang Trung, P. Tam Quan, TX. Hoài Nhơn, Tỉnh Bình Định",2024-11-15,2024-09-21,2149-06-06,Tỉnh Bình Định,"3",Miền Trung - KV25,Miền Trung,Phường Tam Quan,"21637",2026-05-13
SHOP_344,"[""F""]","LC VLG Quốc Lộ 57B, X. Châu Hưng","Quốc Lộ 57B, Ấp Hưng Chánh, X. Châu Hưng, H. Bình Đại, Tỉnh Bến Tre",2025-02-25,2025-02-15,2149-06-06,Tỉnh Bến Tre,"10",Miền Tây Nam Bộ - KV4,Miền Tây,Xã Châu Hưng,"29071",2026-05-13
SHOP_345,"[""F""]","LC HCM E13/1 KDC Thuận Giao, P. Thuận Giao","E13/1 KDC Thuận Giao, KP. Bình Thuận 2, P. Thuận Giao, TP. Thuận An, Tỉnh Bình Dương",2021-12-22,2021-12-30,2149-06-06,Tỉnh Bình Dương,"2",Hồ Chí Minh 2 - KV8,Hồ Chí Minh 2,Phường Thuận Giao,"25972",2026-05-13
SHOP_346,"[""F""]","LC HCM 55 Độc Lập, X. Phú Giáo","55 Độc Lập, TT. Phước Vĩnh, H. Phú Giáo, Tỉnh Bình Dương",2020-09-08,2020-06-09,2149-06-06,Tỉnh Bình Dương,"2",Hồ Chí Minh 2 - KV14,Hồ Chí Minh 2,Thị trấn Phước Vĩnh,"25858",2026-05-13
SHOP_347,"[""F""]","LC HNI Thôn Đoài, X. Thư Lâm","Thôn Đoài, X. Việt Hùng, H. Đông Anh, TP. Hà Nội",2024-09-12,2024-08-19,2149-06-06,Hà Nội,"26",Hà Nội - KV12,Hà Nội,Xã Việt Hùng,"487",2026-05-13
SHOP_348,"[""VACCINE""]","VX HNI Quốc Lộ 32, X. Hoài Đức","Quốc Lộ 32, Thôn Cao Trung, X. Đức Giang, H. Hoài Đức, TP. Hà Nội",2024-06-28,2024-06-25,2149-06-06,Hà Nội,"26",Hà Nội - KV15,Hà Nội,Xã Đức Giang,"9847",2026-05-13
SHOP_349,"[""F""]","LC VLG Đường DT885, X. An Ngãi Trung","Đường DT885, X. An Ngãi Trung, H. Ba Tri, Tỉnh Bến Tre",2024-01-30,2024-01-11,2149-06-06,Tỉnh Bến Tre,"10",Miền Tây Nam Bộ - KV4,Miền Tây,Xã An Ngãi Trung,"29143",2026-05-13
SHOP_35,"[""F""]","LC HYN 794 Lý Bôn, P. Trần Lãm","794 Lý Bôn, P. Trần Lãm, TP. Thái Bình, Tỉnh Thái Bình",2021-02-26,2021-01-27,2149-06-06,Tỉnh Thái Bình,"55",Miền Bắc 2 - KV22,Miền Bắc 2,Phường Trần Lãm,"12454",2026-05-13
SHOP_350,"[""F""]","LC HCM 422-424 CMT8, P. Nhiêu Lộc","422-424 Cách Mạng Tháng Tám, P. 11, Q. 3, TP. Hồ Chí Minh",2017-10-20,2017-10-11,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV33,Hồ Chí Minh 1,Phường 11,"27133",2026-05-13
SHOP_351,"[""F""]","LC HCM 36 Nguyễn Huy Tự, P. Tân Định","36 Nguyễn Huy Tự, P. Đa Kao, Q. 1, TP. Hồ Chí Minh",2022-04-18,2022-04-29,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV10,Hồ Chí Minh 1,Phường Đa Kao,"26737",2026-05-13
SHOP_352,"[""VACCINE""]","VX GLI 1239 Quang Trung, P. An Khê","1239 Quang Trung, Tổ 6, P. Tây Sơn, TX. An Khê, Tỉnh Gia Lai",2024-03-29,2024-03-26,2149-06-06,Tỉnh Gia Lai,"21",Miền Trung - KV27,Miền Trung,Phường Tây Sơn,"23617",2026-05-13
SHOP_353,"[""F""]","LC HCM 405 Hương Lộ 3, P. Bình Hưng Hòa","405 Hương Lộ 3, P. Bình Hưng Hoà, Q. Bình Tân, TP. Hồ Chí Minh",2024-03-01,2024-02-04,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV25,Hồ Chí Minh 1,Phường Bình Hưng Hòa,"27436",2026-05-13
SHOP_354,"[""F""]","LC CTO 112 Mậu Thân, P. Ninh Kiều","112 Mậu Thân, P. An Nghiệp, Q. Ninh Kiều, TP. Cần Thơ",2022-05-11,2022-05-23,2149-06-06,Cần Thơ,"14",Miền Tây Nam Bộ - KV31,Miền Tây,Phường An Nghiệp,"31126",2026-05-13
SHOP_355,"[""F""]","LC QNH 332 Cầu Đất, P. Đông Triều","332 Cầu Đất, P. Đức Chính, TP. Đông Triều, Tỉnh Quảng Ninh",2024-11-08,2024-10-06,2149-06-06,Tỉnh Quảng Ninh,"49",Miền Bắc 2 - KV12,Miền Bắc 2,Phường Đức Chính,"7093",2026-05-13
SHOP_356,"[""F""]","LC VLG 991 Ngô Quyền, P. Cái Vồn","991 Ngô Quyền, P. Cái Vồn, TX. Bình Minh, Tỉnh Vĩnh Long",2021-10-21,2021-11-26,2149-06-06,Tỉnh Vĩnh Long,"62",Miền Tây Nam Bộ - KV29,Miền Tây,Phường Cái Vồn,"29770",2026-05-13
SHOP_357,"[""F""]","LC TNN 235 Minh Cầu, P. Phan Đình Phùng","235 Minh Cầu, P. Phan Đình Phùng, TP. Thái Nguyên, Tỉnh Thái Nguyên",2022-03-29,2022-04-09,2149-06-06,Tỉnh Thái Nguyên,"59",Miền Bắc 1 - KV7,Miền Bắc 1,Phường Phan Đình Phùng,"5449",2026-05-13
SHOP_358,"[""F""]","LC QTI 82 Hoàng Diệu, P. Đồng Hới","82 Hoàng Diệu, P. Nam Lý, TP. Đồng Hới, Tỉnh Quảng Bình",2021-10-27,2021-12-01,2149-06-06,Tỉnh Quảng Bình,"48",Miền Trung - KV10,Miền Trung,Phường Nam Lý,"18865",2026-05-13
SHOP_359,"[""VACCINE""]","VX HCM 406B Trương Công Định, P. Tam Thắng","406B Trương Công Định, P. 8, TP. Vũng Tàu, Tỉnh Bà Rịa-Vũng Tàu",2024-03-08,2024-03-05,2149-06-06,Tỉnh Bà Rịa - Vũng Tàu,"9",Hồ Chí Minh 2 - KV1,Hồ Chí Minh 2,Phường 8,"26527",2026-05-13
SHOP_36,"[""F""]","LC VLG 165/1 Quốc Lộ 57, X. Thạnh Phong","165/1 Quốc Lộ 57, X. Giao Thạnh, H. Thạnh Phú, Tỉnh Bến Tre",2022-07-20,2022-07-29,2149-06-06,Tỉnh Bến Tre,"10",Miền Tây Nam Bộ - KV19,Miền Tây,Xã Giao Thạnh,"29227",2026-05-13
SHOP_360,"[""F""]","LC VLG 38 Nguyễn Văn Thảnh, P. Bình Minh","38 Nguyễn Văn Thảnh, P. Cái Vồn, TX Bình Minh, Tỉnh Vĩnh Long",2021-10-18,2021-11-24,2149-06-06,Tỉnh Vĩnh Long,"62",Miền Tây Nam Bộ - KV29,Miền Tây,Phường Cái Vồn,"29770",2026-05-13
SHOP_361,"[""F""]","LC TNN Tổ 5, P. Phan Đình Phùng","Tổ 5, P. Tân Thịnh, TP. Thái Nguyên, Tỉnh Thái Nguyên",2022-08-08,2022-08-15,2149-06-06,Tỉnh Thái Nguyên,"59",Miền Bắc 1 - KV7,Miền Bắc 1,Phường Tân Thịnh,"5452",2026-05-13
SHOP_362,"[""F""]","LC HNI 273 Trần Cung, P. Xuân Đỉnh","273 Trần Cung, P. Cổ Nhuế 1, Q. Bắc Từ Liêm, TP. Hà Nội",2023-03-29,2023-03-10,2149-06-06,Hà Nội,"26",Hà Nội - KV18,Hà Nội,Phường Cổ Nhuế 1,"616",2026-05-13
SHOP_363,"[""F""]","LC KHA 108 Huỳnh Phước, X. Ninh Phước","108 Huỳnh Phước, TT. Phước Dân, H. Ninh Phước, Tỉnh Ninh Thuận",2022-09-07,2022-09-16,2149-06-06,Tỉnh Ninh Thuận,"45",Miền Đông - KV15,Miền Đông,Thị trấn Phước Dân,"22870",2026-05-13
SHOP_364,"[""F""]","LC DLK Khối 3, X. Ea Knốp","Khối 3, TT. Ea Knốp, H. Ea Kar, Tỉnh Đắk Lắk",2024-01-13,2023-12-09,2149-06-06,Tỉnh Đắk Lắk,"16",Miền Đông - KV10,Miền Đông,Thị trấn Ea Knốp,"24376",2026-05-13
SHOP_365,"[""F""]","LC LĐG 31 Ngô Gia Tự, P. Lâm Viên - Đà Lạt","31 Ngô Gia Tự, P. 12, TP. Đà Lạt, Tỉnh Lâm Đồng",2022-08-04,2022-08-19,2149-06-06,Tỉnh Lâm Đồng,"40",Miền Đông - KV36,Miền Đông,Phường 12,"24775",2026-05-13
SHOP_366,"[""F""]","LC DAG 105 Nguyễn Thị Minh Khai, P. Hội An","105 Nguyễn Thị Minh Khai, P. Cẩm Phô, TP. Hội An, Tỉnh Quảng Nam",2021-12-09,2021-10-02,2149-06-06,Tỉnh Quảng Nam,"51",Miền Trung - KV1,Miền Trung,Phường Cẩm Phô,"20404",2026-05-13
SHOP_367,"[""F""]","LC HNI 216 Đường 429, X. Phượng Dực","216 Đường 429, X. Hồng Minh, H. Phú Xuyên, TP. Hà Nội",2023-10-12,2023-09-07,2149-06-06,Hà Nội,"26",Hà Nội - KV19,Hà Nội,Xã Hồng Minh,"10276",2026-05-13
SHOP_368,"[""F""]","LC HNI 188 Thuỵ Khuê, P. Tây Hồ","188 Thuỵ Khuê, P. Thuỵ Khuê, Q. Tây Hồ, TP. Hà Nội",2020-06-15,2020-05-15,2149-06-06,Hà Nội,"26",Hà Nội - KV23,Hà Nội,Phường Thụy Khuê,"112",2026-05-13
SHOP_369,"[""F""]","LC DTP A11 Trần Hưng Đạo, P. Sa Đéc","A11 Trần Hưng Đạo, P. 2, TP. Sa Đéc, Tỉnh Đồng Tháp",2020-12-11,2020-11-09,2149-06-06,Tỉnh Đồng Tháp,"20",Miền Tây Nam Bộ - KV21,Miền Tây,Phường 2,"29911",2026-05-13
SHOP_37,"[""VACCINE""]","VX GLI 02 Lý Thường Kiệt, P. Quy Nhơn","02 Lý thường Kiệt, P. Lê Hồng Phong, TP. Quy Nhơn, Tỉnh Bình Định",2024-01-12,2024-01-09,2149-06-06,Tỉnh Bình Định,"3",Miền Trung - KV5,Miền Trung,Phường Lê Hồng Phong,"21571",2026-05-13
SHOP_370,"[""F""]","LC HNI Thôn 4 Hạ Lôi, X. Mê Linh","Thôn 4 Hạ Lôi, X. Mê Linh, H. Mê Linh, TP. Hà Nội",2023-02-22,2023-01-07,2149-06-06,Hà Nội,"26",Hà Nội - KV16,Hà Nội,Xã Mê Linh,"9010",2026-05-13
SHOP_371,"[""F""]","LC HCM 966 Hà Huy Giáp, P. An Phú Đông","966 Hà Huy Giáp, P. Thạnh Lộc, Q. 12, TP. Hồ Chí Minh",2020-11-10,2020-10-11,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV12,Hồ Chí Minh 1,Phường Thạnh Lộc,"26767",2026-05-13
SHOP_372,"[""VACCINE""]","VX DNI 71 Hùng Vương, P. Long Khánh","71 Hùng Vương, P. Xuân An, TP. Long Khánh, Tỉnh Đồng Nai",2025-02-28,2025-02-25,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV16,Miền Đông,Phường Xuân An,"26080",2026-05-13
SHOP_373,"[""F""]","LC HPG 498 Thiên Lôi, P. Lê Chân","498 Thiên Lôi, P. Vĩnh Niệm, Q. Lê Chân, TP. Hải Phòng",2020-09-20,2020-07-18,2025-09-30,Hải Phòng,"28",Miền Bắc 2 - KV4,Miền Bắc 2,Phường Vĩnh Niệm,"11407",2026-05-13
SHOP_374,"[""F""]","LC TTH 597 Lạc Long Quân, X. Chân Mây - Lăng Cô","597 Lạc Long Quân, TT. Lăng Cô, H. Phú Lộc, TP Huế",2022-07-04,2022-07-16,2149-06-06,Huế,"31",Miền Trung - KV31,Miền Trung,Thị trấn Lăng Cô,"20110",2026-05-13
SHOP_375,"[""F""]","LC HTH 93 Nguyễn Du, X. Tiên Điền","93 Nguyễn Du, TT. Tiên Điền, H. Nghi Xuân, Tỉnh Hà Tĩnh",2023-07-28,2023-07-14,2149-06-06,Tỉnh Hà Tĩnh,"29",Miền Trung - KV32,Miền Trung,Thị trấn Tiên Điền,"18373",2026-05-13
SHOP_376,"[""F""]","LC DNI 626 Lê Duẩn, X. Long Thành","626 Lê Duẩn, TT. Long Thành, H. Long Thành, Tỉnh Đồng Nai",2024-10-11,2024-09-26,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV7,Miền Đông,Thị trấn Long Thành,"26368",2026-05-13
SHOP_377,"[""F""]","LC BNH 62 Phố Mới, X. Tân Yên","62 Phố Mới, TT. Cao Thượng, H. Tân Yên, Tỉnh Bắc Giang",2023-12-16,2023-11-28,2149-06-06,Tỉnh Bắc Giang,"4",Hà Nội - KV27,Hà Nội,Thị trấn Cao Thượng,"7297",2026-05-13
SHOP_378,"[""F""]","LC VLG 69/2 Trưng Nữ Vương, P. long Châu","69/2 Trưng Nữ Vương, P. 1, TP. Vĩnh Long, Tỉnh Vĩnh Long",2022-02-24,2022-03-09,2149-06-06,Tỉnh Vĩnh Long,"62",Miền Tây Nam Bộ - KV8,Miền Tây,Phường 1,"29548",2026-05-13
SHOP_379,"[""F""]","LC DTP 114 Ấp Bắc, P. Đạo Thạnh","114 – 114A – 114B Ấp Bắc, P. 4, TP. Mỹ Tho, Tỉnh Tiền Giang",2019-05-27,2019-05-04,2149-06-06,Tỉnh Tiền Giang,"56",Miền Tây Nam Bộ - KV9,Miền Tây,Phường 4,"28252",2026-05-13
SHOP_38,"[""F""]","LC DNI Quốc Lộ 13, P. An Lộc","Quốc Lộ 13, Ấp Thanh Trung, X. Thanh Lương, TX. Bình Long, Tỉnh Bình Phước",2023-06-10,2023-05-20,2025-12-20,Tỉnh Bình Phước,"8",Miền Đông - KV19,Miền Đông,Xã Thanh Lương,"25333",2026-05-13
SHOP_380,"[""F""]","LC TNH 86 Đường DT830, X. Long Cang","86 Đường DT830, X. Phước Vân, H. Cần Đước, Tỉnh Long An",2022-11-08,2022-10-25,2149-06-06,Tỉnh Long An,"37",Hồ Chí Minh 2 - KV26,Hồ Chí Minh 2,Xã Phước Vân,"28120",2026-05-13
SHOP_381,"[""VACCINE""]","VX GLI 160A Trần Phú, P. Bình Định","160A Trần Phú, P. Bình Định, TX. An Nhơn, Tỉnh Bình Định",2024-01-12,2024-01-09,2149-06-06,Tỉnh Bình Định,"3",Miền Trung - KV18,Miền Trung,Phường Bình Định,"21907",2026-05-13
SHOP_382,"[""F""]","LC HNI 9 An Dương, P. Hồng Hà","9 An Dương, P. Yên Phụ, Q. Tây Hồ, TP. Hà Nội",2021-11-10,2021-07-22,2149-06-06,Hà Nội,"26",Hà Nội - KV1,Hà Nội,Phường Yên Phụ,"106",2026-05-13
SHOP_383,"[""VACCINE""]","VX TNN 84 Trường Chinh, P. Đức Xuân","84 Trường Chinh, P. Đức Xuân, TP. Bắc Kạn, Tỉnh Bắc Kạn",2025-03-21,2025-03-18,2149-06-06,Tỉnh Bắc Kạn,"5",Miền Bắc 1 - KV19,Miền Bắc 1,Phường Đức Xuân,"1840",2026-05-13
SHOP_384,"[""F""]","LC NAN Xóm Dinh Phượng, X. Tam Hợp","Xóm Dinh Phượng, X. Nghĩa Xuân, H. Quỳ Hợp, Tỉnh Nghệ An",2026-02-06,2025-11-14,2149-06-06,Tỉnh Nghệ An,"42",Miền Trung - KV32,Miền Trung,Xã Nghĩa Xuân,"17074",2026-05-13
SHOP_385,"[""F""]","LC DAG Tổ 9 Thôn Dung, X. Thạnh Mỹ","Tổ 9, Thôn Dung, TT. Thạnh Mỹ, H. Nam Giang, Tỉnh Quảng Nam",2025-04-19,2025-03-14,2149-06-06,Tỉnh Quảng Nam,"51",Miền Trung - KV24,Miền Trung,Thị trấn Thạnh Mỹ,"20695",2026-05-13
SHOP_386,"[""F""]","LC HNI Thôn Thanh Thần, X. Bình Minh","Thôn Thanh Thần, X. Thanh Cao, H. Thanh Oai, TP. Hà Nội",2025-07-25,2025-06-28,2149-06-06,Hà Nội,"26",Hà Nội - KV4,Hà Nội,Xã Thanh Cao,"10141",2026-05-13
SHOP_387,"[""F""]","LC DAG 105 Trần Cao Vân, P. Hương Trà","105 Trần Cao Vân, P. An Sơn, TP. Tam Kỳ, Tỉnh Quảng Nam",2020-05-22,2020-01-13,2149-06-06,Tỉnh Quảng Nam,"51",Miền Trung - KV3,Miền Trung,Phường An Sơn,"20350",2026-05-13
